,Start Latitude,Start Longitude,Number Out,Number In
160,40.739445,-73.976806,266383,330281
161,40.76009437,-73.99461843,318838,391302
162,40.68807003,-73.98410637,47109,47314
163,40.74311555376486,-73.98215353488922,240744,279753
164,40.7500727,-73.99839279,74797,120170
165,40.68650065,-73.96563307,62584,74153
166,40.707644944175705,-73.96841526031494,96737,125334
167,40.74173969,-73.99415556,732353,864946
168,40.72502876,-73.99069656,253564,306851
169,40.74206539,-74.00443172,118639,123041
170,40.71910537,-73.99973337,274773,323943
171,40.72710258,-74.00297088,420473,475697
172,40.69610226,-73.96751037,88485,113274
173,40.72938685,-73.97772429,179917,201249
174,40.69760127,-73.99344559,168756,173016
175,40.76068327096592,-73.9845272898674,291711,289692
176,40.693261,-73.968896,137650,163797
177,40.70281858,-73.98765762,84950,93098
178,40.73912601,-73.97973776,374811,435988
179,40.73704984,-73.99009296,759541,914651
180,40.68539567,-73.97431458,69724,87217
181,40.749717753,-74.002950346,293845,340698
182,40.75714758,-73.97207836,194787,211458
183,40.71413089,-73.9970468,182145,186275
184,40.73172428,-74.00674436,422282,471550
185,40.69991755,-73.98971773,117190,130489
186,40.71473993,-74.00910627,106336,133624
187,40.75594159,-74.0021163,266306,345686
188,40.6466068,-74.01597,189,184
189,40.70834698,-74.01713445,287701,330327
190,40.71605866,-73.99190759,302783,363798
191,40.68940747,-73.96885458,106574,118678
192,40.7457121,-73.98194829,419592,467333
193,40.717571,-74.005549,166101,198764
194,40.73543934,-73.99453948,147080,147949
195,40.71622644,-73.98261206,139509,143097
196,40.68223166,-73.9614583,54016,51556
197,40.7597108,-73.97402311,203859,244111
198,40.69383,-73.990539,82807,78023
199,40.76695317,-73.98169333,319428,365842
200,40.75323098,-73.97032517,213104,245801
201,40.73649403,-73.99704374,244193,244567
202,40.6809833854,-73.9500479759,84971,99297
203,40.688226,-73.979382,49373,62960
204,40.75660359,-73.9979009,296490,345278
205,40.70463334,-74.01361706,289143,363046
206,40.6917823,-73.9737299,69351,79627
207,40.73624527,-73.98473765,271573,318784
208,40.70706456,-74.00731853,168502,193053
209,40.75001986,-73.96905301,211460,242548
210,40.771522,-73.990541,181273,185415
211,40.70037867,-73.99548059,58481,66392
212,40.711512,-74.015756,435679,438001
213,40.7652654,-73.98192338,379845,386625
214,40.73652889,-74.00618026,273583,319375
215,40.76590936,-73.97634151,500891,581701
216,40.75828065,-73.97069431,124652,159806
217,40.6851443,-73.95380904,67709,87304
218,40.751873,-73.977706,837054,885370
219,40.74144387,-73.97536082,312484,358542
220,40.71427487,-73.98990025,335687,403794
221,40.71076228,-73.99400398,116253,139554
222,40.71450451,-74.00562789,173512,194772
223,40.71542197,-74.01121978,164376,171386
224,40.73314259,-73.97573881,310707,347441
225,40.72955361,-73.98057249,233730,228566
226,40.74025878,-73.98409214,292389,346448
227,40.72217444,-73.98368779,320782,396706
228,40.68900443,-73.96023854,80924,96358
229,40.73532427,-73.99800419,226703,268925
230,40.68851534,-73.9647628,90648,91927
231,40.71291224,-74.01020234,332618,356342
232,40.76461837,-73.98789473,112516,104417
233,40.72521311,-73.97768752,254135,288979
234,40.7037992,-74.00838676,119285,133244
235,40.69474881,-73.98362464,97646,117393
236,40.7014851,-73.98656928,108108,112295
237,40.70355377,-74.00670227,271700,313172
238,40.73381219196632,-73.98054420948029,276015,339003
239,40.73223272,-73.98889957,354403,393026
240,40.70365182,-74.01167797,100105,127231
241,40.68926942,-73.98912867,127074,148082
242,40.70955958,-74.00653609,171090,180793
243,40.72453734,-73.98185424,290505,363545
244,40.734232,-73.986923,373542,437525
245,40.71748752,-74.0104554,152991,171681
246,40.75455731,-73.96592976,165561,196822
247,40.70224,-73.982578,73731,92408
248,40.75299641,-73.98721619,241572,239824
249,40.713126,-73.984844,122132,144479
250,40.71219906,-73.97948148,140654,172859
251,40.73047309,-73.98672378,379640,396505
252,40.71739973,-73.98016555,136342,159954
253,40.7575699,-73.99098507,331352,369515
254,40.75934501,-73.96759673,75347,110275
255,40.7451677,-73.98683077,338913,390888
256,40.71146364,-74.00552427,130146,157908
257,40.74096374,-73.98602213,352326,359534
258,40.7381765,-73.97738662,261496,295749
259,40.72456089,-73.99565293,225777,291798
260,40.72368361,-73.97574813,94385,106323
261,40.735238,-74.000271,304134,353640
262,40.70255088,-73.98940236,190855,239975
263,40.711066,-74.009447,204037,248371
264,40.751483,-73.996764,804,1197
265,40.75510267,-73.97498696,429429,466394
266,40.697787,-73.973736,60471,80381
267,40.68691865,-73.976682,110787,134935
268,40.71286844,-73.95698119,111058,146426
269,40.69580705,-73.97355569,53546,62173
270,40.72903917,-73.99404649,282555,335694
271,40.744219,-73.97121214,324508,378678
272,40.736502,-73.97809472,357981,411064
273,40.76915505,-73.98191841,574042,583992
274,40.75968085,-73.97031366,110090,110364
275,40.768254,-73.988639,214372,245344
276,40.749156,-73.9916,487724,550027
277,40.7153379,-74.01658354,464561,523944
278,40.69608941,-73.97803415,25001,33037
279,40.75797322,-73.96603308,191554,215647
280,40.68676793,-73.95928168,64730,78965
281,40.70905623,-74.01043382,263365,261248
282,40.75992262,-73.97648516,269989,287487
283,40.74444921,-73.98303529,302198,339755
284,40.752062307,-73.9816324043,153909,185523
285,40.700469,-73.991454,46995,41132
286,40.69794,-73.96986848,59188,75747
287,40.761628,-73.972924,69288,74402
288,40.71173107,-73.99193043,127164,158752
289,40.72165481,-74.00234737,166489,174556
290,40.646768,-74.01651,1718,1844
291,40.75666,-73.976684,15552,14925
292,40.73726186,-73.99238967,391807,458047
293,40.74765947,-73.98490707,306813,355962
294,40.76340613,-73.97722479,122203,127883
295,40.72228087,-73.97668709,168049,213066
296,40.75929124,-73.98859651,309505,351176
297,40.694546087246025,-73.95801365375519,24865,34497
298,40.69597683,-73.99014892,67404,82364
299,40.69573398,-73.97129668,45975,53941
300,40.70530954,-74.00612572,167112,176268
301,40.69331716,-73.95381995,48216,62405
302,40.71269042,-73.98776323,140561,157497
303,40.75097711,-73.98765428,220007,241348
304,40.7047177,-74.00926027,178066,223039
305,40.70717936,-74.00887308,166782,198074
306,40.72082834,-73.97793172,148210,183186
307,40.71782143,-73.97628939,119557,140877
308,40.716887,-73.963198,213736,279908
309,40.74317449,-74.00366443,232434,284126
310,40.696192,-73.991218,64061,62529
311,40.68216564,-73.95399026,45575,55814
312,40.69221589,-73.9842844,101082,122785
313,40.707873,-74.00167,177789,183594
314,40.6845683,-73.95881081,48732,50290
315,40.69839895,-73.98068914,59846,78754
316,40.69327018,-73.97703874,51300,58085
317,40.70531194,-73.97100056,8061,10203
318,40.699773,-73.979927,13001,15089
319,40.75255434,-73.97282625,219516,244347
320,40.75527307,-73.98316936,202876,201910
321,40.72580614,-73.97422494,76795,70905
322,40.75500254,-73.98014437,268187,321077
323,40.7546011026,-73.971878855,187574,218362
324,40.71759081805981,-73.99622440338135,15361,15071
325,40.722852,-73.959114,540,373
326,40.68312489,-73.97895137,140293,150378
327,40.70853074,-73.96408963,37323,42435
328,40.75320159,-73.9779874,131691,122385
329,40.68864636,-73.98263429,5816,5876
330,40.69028437,-73.98707105,10924,12183
331,40.71926081,-73.98178024,65134,76394
332,40.72185379,-74.00771779,79840,93097
333,40.71273266,-74.0046073,441527,490902
334,40.755467,-73.986536,2,2
335,40.748158,-73.978462,274,266
336,40.6906495,-73.95643107,33460,32033
337,40.73028666,-73.9907647,279981,278215
338,40.76064679,-73.98442659,93369,89374
339,40.75044999,-73.99481051,155313,133586
340,40.75188406,-73.97770164,56693,45422
341,40.7218158,-73.99720307,148083,147968
342,40.74147286,-73.98320928,67294,67568
343,40.72043411,-74.01020609,106446,110997
344,40.71743998,-74.00583475,14098,13893
345,40.73416059,-73.98024289,41471,41579
346,40.71336124,-74.00937622,33555,34148
347,40.748238,-73.978311,56789,56976
348,40.69246277,-73.98963911,28358,27947
349,40.70251526,-74.01427023,16331,17660
350,40.68317813,-73.9659641,13872,14341
351,40.69788349,-73.97350332,11841,12485
352,40.74315566,-73.97434726,31939,31507
353,40.75149263,-73.97798848,31985,22005
354,40.68528172,-73.97805813,32481,33858
355,40.69986937,-73.98271933,3692,3908
356,40.71729,-73.996375,94390,94116
357,40.72873888,-74.00748842,84753,87020
358,40.69424674,-73.99215922,6299,5867
359,40.69178232,-73.97372989,11020,8890
360,40.687979,-73.978474,13072,11868
361,40.75849116,-73.95920622,32133,32165
362,40.70827295,-73.96834101,19073,19221
363,40.75795248,-73.97787642,22281,22631
364,40.69892054,-73.97332996,1426,1540
365,40.694528,-73.958089,14894,15263
366,40.75022392,-73.97121414,104358,114585
367,40.752416,-73.97837,56308,45666
368,40.752141,-73.979782,18684,14123
369,40.73901691,-74.00263761,13192,13482
370,40.68034242,-73.95576894,998,1036
371,40.75206231,-73.9816324,9466,8360
372,40.74971775,-74.00295035,6638,6609
373,40.68098339,-73.95004798,928,906
374,40.7546011,-73.97187886,4643,4709
375,40.75096735,-73.99444208,13650,10314
376,40.69475701,-73.99052739,478,384
377,40.73381219,-73.98054421,2974,3102
378,40.69878,-73.99712,36326,36158
379,40.771051856415305,-73.9643383026123,1039,992
380,40.692609,-74.016398,2380,2411
381,40.74161,-73.96044,17613,18417
382,40.686931,-74.016966,43725,43747
383,40.74708586,-73.94977234,58142,73390
384,40.75325964,-73.94335788,30514,41735
385,40.74718234,-73.9432635,72104,92654
386,40.74524768,-73.94733276,30773,46969
387,40.74731,-73.95451,88169,116689
388,40.73564,-73.95866,69049,99764
389,40.75110165,-73.94073717,139147,182799
390,40.73026,-73.95394,92820,116335
391,40.72557,-73.94434,91547,112945
392,40.74232744,-73.95411749,121175,147965
393,40.72906,-73.95779,147780,192035
394,40.74966,-73.9521,21591,28407
395,40.73232194,-73.9550858,79432,105396
396,40.72606,-73.95621,69551,85433
397,40.72708584,-73.95299117,97553,123025
398,40.7258483,-73.95064893,15761,15503
399,40.73555,-73.95284,77217,102215
400,40.72311651,-73.95212324,134009,171412
401,40.72179134,-73.9504154,61478,80685
402,40.71928,-73.94861,7600,7251
403,40.72153267,-73.95782357,28040,28323
404,40.72079821,-73.95484712,86451,116601
405,40.74469738,-73.93540375,22463,29413
406,40.7190095,-73.95852515,129534,172862
407,40.71413311,-73.95234386,85402,109442
408,40.72057658,-73.96150225,13840,15145
409,40.71929301,-73.94500379,32287,39445
410,40.71774592,-73.95600096,95789,98370
411,40.7160751,-73.952029,41269,55531
412,40.7169811,-73.94485918,48327,62052
413,40.71348658,-73.94792458,8694,8548
414,40.72325,-73.94308,74617,94263
415,40.71921585,-73.9424469,5025,4873
416,40.711863,-73.944024,60977,85562
417,40.71764,-73.94882,17974,17376
418,40.71247661,-73.94100005,51589,62182
419,40.70691254,-73.95441667,15378,14911
420,40.70708701,-73.95796783,17679,22113
421,40.71103537,-73.94714303,10083,10218
422,40.70877084,-73.95095259,76409,103332
423,40.70411791,-73.94818595,24451,30857
424,40.70538077,-73.94976519,36442,50601
425,40.70767788,-73.94016171,66175,87672
426,40.70870368,-73.9448625,61168,86221
427,40.70510918,-73.94407279,29012,39500
428,40.70029511,-73.95032283,24848,33803
429,40.70583339,-73.94644578,28655,38899
430,40.7016657,-73.9437303,41721,56212
431,40.69425403,-73.94626915,31509,45450
432,40.7031724,-73.940636,34914,44684
433,40.69957608,-73.94708417,28362,37170
434,40.69539817,-73.94954908,34803,46003
435,40.69527008,-73.95238108,23408,33115
436,40.69681963,-73.93756926,58444,67608
437,40.69622937,-73.94371094,18654,25950
438,40.698617,-73.941342,22470,31316
439,40.715143,-73.944507,104962,134456
440,40.71745169,-73.95850939,199527,253900
441,40.73165141,-73.96161892,5273,5556
442,40.724055,-73.955736,35342,50243
443,40.6933982,-73.939877,21988,30759
444,40.6883337,-73.950916,35865,50261
445,40.6900815,-73.947915,29080,41835
446,40.69128258,-73.9452416,39719,54425
447,40.69072549,-73.95133465,34597,46880
448,40.6894932,-73.942061,32319,46465
449,40.6851532,-73.94111,34325,45820
450,40.68402,-73.94977,25330,32624
451,40.686312,-73.935775,45556,62392
452,40.685159599891776,-73.97711366415024,22008,23026
453,40.75899655960512,-73.96865397691727,121580,122068
454,40.69237074,-73.93705428,32361,43910
455,40.75052534,-73.94594845,16687,21231
456,40.682601,-73.938037,27857,40087
457,40.6823687,-73.944118,39130,54470
458,40.67890679,-73.94142771,34494,50275
459,40.6800105,-73.938475,15505,22259
460,40.6814598,-73.934903,24160,35780
461,40.6794268,-73.9298911,40780,56808
462,40.68488,-73.96304,39949,55060
463,40.76735637,-73.96493528,60,56
464,40.77163851,-73.98261428,224195,282881
465,40.73997354103409,-74.00513872504234,136120,142524
466,40.76734259143217,-73.9648586511612,2618,2285
467,40.7734066,-73.97782542,248112,286249
468,40.77575319,-73.97603963,4904,5170
469,40.7612274,-73.96094022,233946,293946
470,40.77452835,-73.98753759,57162,55625
471,40.76350532,-73.97109243,133711,151102
472,40.76312584,-73.96526895,121334,148315
473,40.76500525,-73.95818491,365034,472536
474,40.77492513,-73.98266566,194028,227338
475,40.77748046,-73.98288594,167128,213741
476,40.77122923,-73.96432627,3974,3560
477,40.7785669,-73.97754961,100750,116260
478,40.76663814,-73.95348296,191239,243630
479,40.77896784,-73.97374737,169354,195128
480,40.78414472,-73.98362492,95058,113418
481,40.77112927,-73.95772297,95590,117794
482,40.743,-73.93561,23604,31388
483,40.77140426,-73.9535166,234158,304323
484,40.77517793,-73.95324922,3107,2844
485,40.78499979,-73.97283406,146184,169041
486,40.78720869,-73.98128127,109186,136605
487,40.77801203,-73.95407149,176900,230922
488,40.7867947,-73.977112,137712,149856
489,40.77536905,-73.94803392,90923,111976
490,40.77573034,-73.9567526,90009,109647
491,40.77677702,-73.9590097,42222,52663
492,40.76650452,-73.97147595,14081,13138
493,40.77862688,-73.95772073,110802,133330
494,40.77565541,-73.95068615,118084,157059
495,40.7770575,-73.97898475,301645,313527
496,40.78057799010334,-73.98562431335449,150128,189794
497,40.71167351,-73.95141312,85066,115182
498,40.71469,-73.95739,71488,97175
499,40.70934,-73.95608,59153,82339
500,40.76780080148132,-73.96592080593109,69208,80475
501,40.751283596962296,-73.99692445993422,76665,44889
502,40.77966809007312,-73.98093044757842,265419,325017
503,40.78275,-73.97137,119710,130923
504,40.77282817,-73.96685276,264451,333148
505,40.68962188790333,-73.98304268717766,100054,135122
506,40.77579376683666,-73.9762057363987,278065,320658
507,40.74436328706688,-73.9558732509613,29967,38873
508,40.68061768455451,-73.94624948501587,916,829
509,40.78472675,-73.96961715,191416,185668
510,40.7801839724239,-73.97728532552719,145010,151893
511,40.77682863439968,-73.96388769149779,55259,53214
512,40.77518615,-73.94446054,54764,70910
513,40.73266,-73.95826,82858,109821
514,40.78339981,-73.98093133,86512,81489
515,40.777507027547976,-73.98888587951659,159522,209199
516,40.75724567911726,-73.97805914282799,248681,287713
517,40.76440023,-73.96648977,84646,84863
518,40.78524672,-73.97667321,152451,189378
519,40.752165280621966,-73.97992193698882,167518,196576
520,40.75159368451112,-73.98043155670166,6945,6908
521,40.72152240339303,-73.94898265600203,4586,4282
522,40.75383343437622,-73.94267678260802,3752,3851
523,40.77118287540658,-73.96409422159195,94279,115269
524,40.75898481399634,-73.99379968643188,214536,219691
525,40.717318403855785,-73.94820213317871,2811,2600
526,40.71924,-73.95242,101550,134800
527,40.77314236,-73.95856158,59741,86419
528,40.7728384,-73.94989233,103044,129286
529,40.70925562,-73.95982218,14245,13575
530,40.774405455003,-73.96175265312193,6728,6094
531,40.76817546742245,-73.95910263061523,18652,18547
532,40.77391390238118,-73.9543953537941,32408,31867
533,40.686203,-73.944694,39806,56651
534,40.69102925677968,-73.99183362722397,79335,97657
535,40.75892386377695,-73.96226227283478,87666,103768
536,40.73143724085228,-73.99490341544151,222346,278430
537,40.72072553412595,-73.96125912666321,409,407
538,40.724812564400175,-73.94752621650696,64377,82736
539,40.694281141397326,-73.99230033159256,32301,39645
540,40.72036775298455,-73.96165072917938,211872,288164
541,40.6803560840434,-73.9476791024208,31518,42889
542,40.76712840349542,-73.96224617958069,63510,82970
543,40.67280641227746,-73.96886587142944,154,146
544,40.67534953067412,-74.01002034544945,20,29
545,40.7505853470215,-73.9946848154068,407985,490854
546,40.69231660719192,-74.01486575603485,44784,57738
547,40.76873687,-73.96119945,56071,72422
548,40.7277140777778,-74.01129573583603,284614,364438
549,40.77376867022874,-73.97116988897324,247,254
550,40.72706363348306,-73.99662137031554,228055,275916
551,40.74937024193277,-73.99923384189606,168158,169117
552,40.729193,-73.976655,323,1331
553,40.72923649910006,-73.99086803197861,113138,114639
554,40.64667789889786,-74.01630342006683,220,220
555,40.76421007169064,-73.96910458803177,10364,10347
556,40.7245634290432,-73.9894437789917,19468,19718
557,40.71690978045965,-73.98383796215057,48,495
558,40.68486874759393,-74.02544975280762,8,8
559,40.646678,-74.016263,18,18
560,40.75018156325683,-74.00218427181244,148368,149720
561,40.70861098096821,-73.92850399017334,7,6
562,40.78307,-73.95939,216587,219409
563,40.78839,-73.9747,87485,110208
564,40.781410700190015,-73.95595908164978,53609,77531
565,40.790261,-73.977131,2828,2840
566,40.778301,-73.9488134,92435,123052
567,40.7933718,-73.97685115,2407,2395
568,40.7806284,-73.9521667,79306,105761
569,40.7857851,-73.957481,80086,119284
570,40.7835016,-73.955327,60636,78103
571,40.7817212,-73.94594,71379,97322
572,40.79127,-73.964839,144106,127511
573,40.7779453,-73.946041,64174,96490
574,40.7919557,-73.968087,135214,174173
575,40.7941654,-73.974124,76939,98868
576,40.7937704,-73.971888,112460,142712
577,40.787801,-73.953559,85393,113635
578,40.7849032,-73.950503,29826,42300
579,40.7892105,-73.94370784,49023,66272
580,40.78112229934166,-73.94965589046478,107862,121653
581,40.793393,-73.9635556,22456,21370
582,40.7869946,-73.94164802,81574,105916
583,40.795346,-73.96186,45117,41293
584,40.79017948095081,-73.97288918495178,64057,80813
585,40.7859201,-73.94860294,26352,36601
586,40.7877214,-73.94728331,20503,29453
587,40.7973721,-73.97041192,105745,138300
588,40.7989937,-73.9662173778,17412,15606
589,40.7969347,-73.9643412291,22305,28021
590,40.78948541553215,-73.95242929458618,55529,74425
591,40.7904828,-73.95033068,35742,47868
592,40.8008363,-73.9664492472,60998,80260
593,40.7981856,-73.9605909006,96279,124124
594,40.7922553,-73.95249933,97316,129489
595,40.7997568,-73.9621128676,41324,56026
596,40.7892529,-73.93956237,31400,45926
597,40.7898175,-73.94296109,1,2
598,40.79329668,-73.9432083,36468,47858
599,40.7961535,-73.94782145,70924,96086
600,40.7934337,-73.94945003,33750,48638
601,40.7903051,-73.94755757,47849,61248
602,40.8013434,-73.9711457439,74818,100449
603,40.8021174,-73.9681805305,58401,73460
604,40.6881529,-73.99520919,63815,70783
605,40.6849668,-73.98620772,49119,63735
606,40.6827549,-73.98258555,29081,29387
607,40.6795766,-73.97854971,59705,78777
608,40.6776147,-73.97324283,60276,89117
609,40.6793307,-73.97519523,41382,55907
610,40.6792788,-73.98154004,45452,64195
611,40.6802133,-73.98432695,51262,69600
612,40.6849894,-73.99440329,37815,47644
613,40.6859296,-74.00242364,47551,59430
614,40.68763155,-74.0016256,43271,54169
615,40.6831164,-73.99785267,46639,61955
616,40.6772744,-73.98282002,58738,78711
617,40.804213,-73.96699104,104981,129869
618,40.6830456,-74.00348559,40344,53583
619,40.6794327,-74.00785041,12207,16588
620,40.6812117,-74.00860912,17133,24154
621,40.6763744,-74.00324957,6890,10200
622,40.6847514,-73.99917254,64211,78730
623,40.6705135,-73.98876585,39967,55616
624,40.6750705,-73.98775226,53338,68181
625,40.6724811,-73.99331394,10259,10631
626,40.6746957,-73.99785768,46771,59706
627,40.6783563,-74.00014502,42394,54112
628,40.6765304,-73.97846879,38885,51690
629,40.6728155,-73.98352355,71404,95991
630,40.6861758,-73.99645295,52415,66427
631,40.6704836,-73.98208968,26294,35284
632,40.668127,-73.98377641,47765,66207
633,40.663779,-73.98396846,46224,56114
634,40.6662078,-73.98199886,42483,59628
635,40.6686627,-73.97988067,37231,51138
636,40.6704922,-73.98541675,33667,46133
637,40.6902375,-73.99203074,103418,133915
638,40.6663181,-73.9854617,30418,41898
639,40.668603,-73.9904394,19606,28956
640,40.6747055,-74.0075572,5714,9966
641,40.6686273,-73.98700053,28611,39931
642,40.6725058,-74.00494695,9827,13058
643,40.72430527250332,-73.99600982666016,184680,186460
644,40.6751622,-73.9814832,54585,72876
645,40.6685455,-73.99333264,24565,31430
646,40.6828003,-73.99990419,36951,47633
647,40.686371,-73.99383324,50228,62512
648,40.6843549,-73.98901629,14226,18578
649,40.6829151,-73.99318208,46648,62025
650,40.67434,-74.00194698,11039,15118
651,40.6864442,-73.98759104,40215,56035
652,40.66514681533792,-73.97637605667114,56824,77709
653,40.6740886,-73.9787282,51051,67574
654,40.680611,-73.99475825,71830,94407
655,40.6763947,-73.99869893,35731,48407
656,40.6809591,-73.99905709,36743,45588
657,40.6753274,-74.0100698,10286,13947
658,40.6769993,-74.00647134,9028,13436
659,40.6747844,-74.01612847,8246,8649
660,40.6777748,-74.0094613,11955,16743
