,Start Latitude,Start Longitude,Number Out,Number In
661,40.799484,-73.955613,182495,242892
662,40.7921,-73.9739,77867,98990
663,40.6777287,-73.99364123,25641,33326
664,40.6773429,-74.01275056,31135,43634
665,40.666287,-73.98895053,48680,62621
666,40.740983,-74.001702,78353,137016
667,40.6786115,-73.99037292,43997,56833
668,40.6787242,-73.99599099,42539,54701
669,40.6703837,-73.97839676,55846,77137
670,40.6750207,-73.97111473,87496,96601
671,40.679043,-74.011169,30137,41873
672,40.68506807308177,-73.97790759801863,160841,205590
673,40.6610633719006,-73.97945255041122,137016,180701
674,40.76800889305947,-73.96845281124115,45669,60362
675,40.7691572,-73.96703464,43900,56805
676,40.668132,-73.97363831,83849,104611
677,40.71907891179564,-73.94223690032959,47667,57375
678,40.7882213,-73.97041561,112002,124156
679,40.773763,-73.96222088,71619,97792
680,40.7727966,-73.95577801,58248,79039
681,40.7746671,-73.98470567,70362,93977
682,40.6853761,-73.98302136,42638,57431
683,40.7862586,-73.94552579,34129,48875
684,40.791976,-73.945993,30670,45680
685,40.6729679,-73.97087984,120653,144431
686,40.795,-73.9645,73673,104456
687,40.677236,-74.015665,25666,35131
688,40.746524,-73.977885,69131,69071
689,40.7829391,-73.9786517,114183,155912
690,40.6867443,-73.99063168,137244,171510
691,40.680944723477296,-73.97567331790923,59862,80464
692,40.7689738,-73.95482273,116648,161323
693,40.6711978,-73.97484126,43793,58316
694,40.662987,-73.976918,24,55
695,40.67260298150126,-73.98983001708984,24280,34592
696,40.7699426,-73.96060712,52924,69122
697,40.7781314,-73.96069399,84200,114673
698,40.76471851944339,-73.96222069859505,73751,99121
699,40.68199044270703,-73.99079024791718,29586,40669
700,40.718822,-73.99596,300484,391522
701,40.721319,-74.010065,42867,69470
702,40.79025417330419,-73.97718340158461,37889,36292
703,40.675146838709786,-73.97523209452629,70514,96086
704,40.67909799721684,-73.98765474557877,37927,50893
705,40.772248537721744,-73.95842134952545,23978,23960
706,40.69241829257847,-73.98949474096298,107983,139480
707,40.674613422475815,-73.98501142859459,12345,13208
708,40.64653836709648,-74.01658773422241,309,309
709,40.759030082196055,-73.99385869503021,121,142
710,40.76132983124814,-73.97982001304626,195164,237060
711,40.766368,-73.971518,92259,123644
712,40.67267243410948,-74.0087952464819,14449,22153
713,40.76703432309872,-73.95622730255127,25366,25495
714,40.79181171501097,-73.9786022901535,5056,5053
715,40.7839636,-73.9471673,100050,138124
716,40.7512836,-73.9969245,1670,397
717,40.67363551341504,-74.01195555925369,11244,17753
718,40.71915571696044,-73.94885390996933,39121,58015
719,40.71335226222875,-73.9491033554077,54894,76794
720,40.7103685423523,-73.94705951213837,41592,60540
721,40.68680820503432,-73.98036181926727,9875,10155
722,40.72146256229816,-73.94800901412964,16372,16331
723,40.752957,-74.00264,12541,12647
724,40.71638031973561,-73.94821286201477,16816,24595
725,40.70924826276157,-73.96063148975372,70409,88859
726,40.75763227739443,-73.96930575370789,97266,98238
727,40.77632142182271,-73.96427392959595,146768,185860
728,40.735367055605394,-73.98797392845154,134409,169426
729,40.75118387463277,-73.97138714790344,44536,71289
730,40.65594917783975,-74.00835871696472,403,438
731,40.76302594280519,-73.97209525108337,67537,94211
732,40.66979964220026,-73.99497985839844,31,62
733,40.75227093837409,-73.98770570755005,8237,8703
734,40.66906013501107,-73.99463653564453,1498,4222
735,40.76309387270797,-73.9783501625061,82763,83324
736,40.71485150526252,-74.01122331619263,137771,187326
737,40.75668720603179,-73.98257732391357,52295,52370
738,40.7303801,-73.9747502,508,859
739,40.73181401720966,-73.95995020866394,38951,41001
740,40.88092055523877,-73.89660179615021,14,13
741,40.77246067789397,-73.94682079553604,5289,5317
742,40.66980193089616,-73.99490475654602,9,7
743,40.74275382865903,-74.00747358798981,132562,171425
744,40.7252556952547,-74.00412082672119,58525,59744
745,40.72576996727214,-73.9507395029068,4418,4445
746,40.65708866668485,-74.00870203971863,25629,33748
747,40.65539977447831,-74.01062786579132,13250,16828
748,40.79313480986663,-73.97700369358063,55823,77028
749,40.782454175279874,-73.9489196240902,42350,64046
750,40.68512559515415,-74.02535319328308,24039,31708
751,40.725208,-73.974724,45,79
752,40.71644423134479,-73.9823305606842,15,1518
753,40.72494672359416,-74.00165855884552,133786,184960
754,40.71069994631387,-74.00354146957397,18083,18262
755,40.688417427540834,-73.98451656103134,72906,106061
756,40.7923272,-73.9383,43796,65466
757,40.801694,-73.957145,68460,109645
758,40.797911,-73.9423,28049,42262
759,40.7945663,-73.9362541,21737,36958
760,40.7949879,-73.9333349,57719,80227
761,40.796879,-73.937261,19230,29639
762,40.728048571362606,-73.97881150245667,46345,48864
763,40.795508,-73.941606,17980,27192
764,40.7954121,-73.9441232,32574,49826
765,40.7989445,-73.944846,19125,29156
766,40.805973,-73.964928,44667,60670
767,40.802535,-73.9532423,21198,34161
768,40.8011939,-73.9500739,34174,51451
769,40.8082,-73.9641,43385,53947
770,40.8086249,-73.9596214,29176,30120
771,40.8014866,-73.9442507,21962,33545
772,40.8013066,-73.9398167,16534,25975
773,40.799139,-73.9389152,27963,40918
774,40.80295,-73.942954,18491,30036
775,40.804038,-73.945925,33258,47199
776,40.8005385,-73.9419949,12528,18807
777,40.81,-73.9551508,26988,42367
778,40.809725,-73.953149,53863,86318
779,40.8120562,-73.9612547,21333,30493
780,40.8078316,-73.949373,30411,46058
781,40.808442,-73.9452087,58412,91526
782,40.8029263,-73.9379,19347,27049
783,40.8006721,-73.9349,17288,26502
784,40.8114323,-73.9518776,46374,77423
785,40.8107922,-73.9430681,43604,57423
786,40.8143256,-73.9590255,42958,54585
787,40.8125511,-73.9492286,22750,32510
788,40.75462324029105,-73.99516761302948,42276,78008
789,40.7531106,-73.9279917,14985,18423
790,40.802692,-73.96295,52149,72742
791,40.7552433,-73.9485678,18450,26040
792,40.7601853,-73.9362726,8121,12513
793,40.754876,-73.934326,9873,9731
794,40.757186,-73.932719,15332,21837
795,40.7527085,-73.9397405,13236,13217
796,40.7614376,-73.9411265,17906,24690
797,40.7627442,-73.9391141,4521,4290
798,40.7569332,-73.9262231,18368,25044
799,40.7580583,-73.9242751,15698,22256
800,40.756913,-73.921631,38835,50981
801,40.7596276,-73.9321455,12752,19885
802,40.7557327,-73.9236611,20280,27759
803,40.7671863,-73.9373554,23377,33643
804,40.813358,-73.956461,26462,39890
805,40.7628138,-73.9342862,11455,16342
806,40.7638753,-73.9364848,7493,10793
807,40.8045555,-73.9396861,74029,103573
808,40.761584,-73.925921,46624,65124
809,40.7668,-73.9347774,15465,21642
810,40.68323865460341,-73.96599590778351,52315,74897
811,40.7659,-73.930819,22219,31221
812,40.7633589,-73.9286471,30311,47153
813,40.7692475,-73.9354504,20075,28931
814,40.770845,-73.934171,23844,33048
815,40.763154,-73.920827,32945,47727
816,40.7647,-73.9240312,22025,32554
817,40.7658346,-73.9265474,20800,33011
818,40.7595701,-73.9142678,17842,21857
819,40.72951496224949,-73.99075269699097,221264,281565
820,40.71925170740989,-74.03423398733139,34,11
821,40.707731483954696,-73.93452286720276,11,23
822,40.7703743,-73.9286078,11994,17641
823,40.768692,-73.9249574,21269,38073
824,40.7577284,-73.9166368,28405,35132
825,40.7656251,-73.9136695,28448,38822
826,40.760339,-73.9222427,21058,31118
827,40.7739825,-73.9309134,11979,17890
828,40.7682,-73.9322662,12169,18050
829,40.7767,-73.927631,31001,44811
830,40.774645,-73.923706,17231,28001
831,40.7713615,-73.9246145,22354,33605
832,40.7987859,-73.9523,96238,133054
833,40.7699176,-73.9184057,26227,37846
834,40.7701477,-73.9120938,12800,16985
835,40.7774552,-73.9225403,21514,30386
836,40.7747175,-73.9337894,2403,2588
837,40.776165,-73.9153175,10323,15716
838,40.7713937,-73.9077436,18867,23105
839,40.74286877312112,-73.98918628692627,257757,355447
840,40.7729,-73.916142,14662,21542
841,40.75742,-73.945133,10495,16144
842,40.7747878,-73.9125551,48930,63886
843,40.7787185,-73.9145645,15258,20187
844,40.78145,-73.9183302,27278,35051
845,40.78728519860952,-73.95012259483337,732,731
846,40.80698,-73.941747,22278,25983
847,40.6791944,-73.9587903,11630,18507
848,40.6809741,-73.9710097,39417,61043
849,40.6777747,-73.9529322,671,638
850,40.6804836,-73.9646795,30492,45944
851,40.6794388,-73.9680438,50590,78150
852,40.6765198,-73.9596082,38583,55104
853,40.6767,-73.969024,50539,52729
854,40.672695,-73.954131,30533,47941
855,40.678045,-73.962408,34514,49730
856,40.751047,-73.93797,33335,46249
857,40.774591,-73.918544,14796,20883
858,40.6740123,-73.9671457,40689,54425
859,40.6737236,-73.9631611,35295,49350
860,40.6769694,-73.96579,27239,39930
861,40.7671,-73.9169858,23004,30712
862,40.6721683,-73.9609,14598,21930
863,40.6758324,-73.9561677,30280,46261
864,40.6707767,-73.9576801,50178,68781
865,40.6679411,-73.9588,8950,15060
866,40.6661649,-73.9593484,269,282
867,40.66314,-73.9605695,47379,48808
868,40.67581622522832,-74.01488184928894,2954,3329
869,40.6642406,-73.9574686,7048,11333
870,40.7711528,-73.9170074,15057,22260
871,40.75272201381188,-73.98123621940613,12077,11674
872,40.6627059,-73.9569115,15564,25795
873,40.745038,-73.957539,32391,43651
874,40.7576314,-73.9391224,5351,7885
875,40.6741806,-73.9564947,24343,38007
876,40.6691783,-73.9554162,13715,23101
877,40.804372,-73.951475,24291,39747
878,40.7485,-73.941275,27533,44358
879,40.748,-73.9460927,32702,45582
880,40.74252,-73.948852,14180,20477
881,40.6716493,-73.9631145,32848,44941
882,40.7519071,-73.9479119,8197,13283
883,40.8067581,-73.9607082,41737,51000
884,40.805159,-73.954692,74268,113198
885,40.7974772,-73.9311847,18818,30909
886,40.6630619,-73.9538746,22206,33954
887,40.80756,-73.939182,16979,25331
888,40.7525758,-73.9364281,2288,2217
889,40.79747,-73.93504,24331,38509
890,40.6686744,-73.9618148,11125,17528
891,40.8109494,-73.9634,29454,36622
892,40.7449067,-73.9534573,30042,43057
893,40.74128309355993,-73.93725872039794,8253,11370
894,40.76315481910373,-73.93985509872437,11604,15400
895,40.76108,-73.930562,17449,29030
896,40.676368,-73.952918,42251,65966
897,40.69795031569544,-73.97077560424805,48093,75301
898,40.81413,-73.953005,41,45
899,40.805726,-73.936322,12127,17747
900,40.814394437915816,-73.95324736833572,15562,21100
901,40.75186951421875,-73.93349289894103,13547,19737
902,40.75820464696758,-73.92832159996033,5703,5716
903,40.666563,-73.956741,3414,3503
904,40.81028506306003,-73.95736455917358,11520,17552
905,40.79406660818552,-73.96286845207214,63109,60525
906,40.7724607,-73.9468208,44947,64404
907,40.80949534777948,-73.94776493310928,30410,57661
908,40.72307749068673,-73.98583620786667,144137,203335
909,40.7435337324616,-74.00367558002472,65734,84495
910,40.74294891660091,-74.00413691997528,36654,37984
911,40.74102150900266,-74.001384973526,95901,96414
912,40.666439306870814,-73.9605563879013,7323,11831
913,40.761293897289086,-73.916916847229,13702,13615
914,40.67716489469059,-73.973827958107,14635,14561
915,40.72019521437465,-74.0103006362915,152625,218804
916,40.65659567482039,-74.00849282741547,12,13
917,40.7423737,-73.9566,12827,17513
918,40.78813,-73.95206,19644,30776
919,40.7239567849954,-73.94984364509583,47352,69758
920,40.67630357634183,-74.00314047932625,2000,2076
921,40.77477944895728,-73.95427465438843,60547,89339
922,40.66976709185003,-73.99474382400513,3,3
923,40.70140317257725,-73.98672670125961,91834,125028
924,40.8025566,-73.9490782,44641,71470
925,40.67759206937376,-73.955637216568,34975,56844
926,40.754120810779256,-73.98025184869766,91466,88884
927,40.7664255270288,-73.92062902450562,8168,8187
928,40.78459679884892,-73.94968539476395,14115,14191
929,40.6758329439129,-74.01472628116608,27579,41008
930,40.71015471094912,-73.98453533649443,91,78
931,40.73756121181137,-74.00398269295692,35700,36072
932,40.66065236872916,-73.9645904302597,72,71
933,40.73944820130404,-74.00507032871246,146113,184430
934,40.662907768316856,-73.99972200393677,3,2
935,40.74322681432173,-73.97449783980846,174727,263865
936,40.757920208794026,-73.96638214588165,13109,37453
937,40.79904139288298,-73.96649479866028,33674,49296
938,40.76408932350688,-73.91065120697021,13634,19061
939,40.6999974843885,-73.97440128028393,6643,7474
940,40.71334184275907,-74.00935515761375,49870,69948
941,40.72248188638219,-73.95921930670738,28859,46177
942,40.72686951528207,-73.98919031023979,9385,9518
943,40.77515953434235,-73.98918695747852,82512,120501
944,40.76360467795863,-73.98917958140373,82383,117491
945,40.77940608529787,-73.95333588123322,1520,1523
946,40.70831794366396,-74.00504082441329,25632,26066
947,40.72840059450829,-73.99968780577183,9010,54556
948,40.7437524099784,-73.94176483154297,3842,5447
949,40.8038654,-73.9559308,38187,63086
950,40.738046142482766,-73.99642959237099,84895,148501
951,40.72966729392978,-73.98067966103554,187506,274105
952,40.754691750226016,-73.99740189313889,64770,91138
953,40.70684203101325,-73.9544353965357,20360,29221
954,40.71816969454208,-73.95520135760307,59719,97574
955,40.7535992020056,-73.93795609474182,6846,12666
956,40.77149671054441,-73.99046033620834,100284,146204
957,40.72746420692392,-73.97950418293476,86622,128792
958,40.68322254161595,-73.9738118648529,248,281
959,40.7675487799971,-73.9209334552288,35039,54598
960,40.68461653897949,-73.98721285164356,3800,4121
961,40.69531727766904,-73.99015724658966,24550,24751
962,40.7667405590595,-73.9790689945221,106513,191064
963,40.7687620293096,-73.95840793848038,78079,132953
964,40.74336608027021,-73.95960688591003,29918,47645
965,40.69535693320225,-73.99344027042389,20248,32270
966,40.71784798417728,-73.94752018153667,10,10
967,40.71766197083994,-73.94880026578903,14673,24537
968,40.730563,-73.973984,56159,74069
969,40.720747,-73.986274,64746,120453
970,40.75651272984955,-73.92957486212252,17679,28800
971,40.741459,-73.983293,117453,163744
972,40.735445,-73.99431,86710,141551
973,40.77755374298887,-73.95512759685516,23983,24020
974,40.724308321602166,-74.00473035871983,92830,112825
975,40.759125,-73.962658,48779,75730
976,40.7475739589548,-73.9788007736206,58210,101232
977,40.704508,-73.9351,11793,20787
978,40.710681,-73.93372,6482,13345
979,40.702997,-73.92997,10047,17354
980,40.705614,-73.92153,10514,19235
981,40.697842,-73.926241,10912,18713
982,40.70538,-73.92535,11183,21240
983,40.69064807082943,-73.95746178925037,21908,37374
984,40.707165,-73.923711,13563,24950
985,40.706237,-73.933871,14471,28899
986,40.700003,-73.92834,10722,19653
987,40.71323,-73.93894,8663,17562
988,40.677027,-73.9865,9705,17384
989,40.713811,-73.93515,7814,15136
990,40.707174,-73.93581,3277,6271
991,40.702013,-73.923769,18549,32312
992,40.715353,-73.93856,16124,27915
993,40.705517,-73.93936,6399,12938
994,40.68841,-73.979458,10467,11074
995,40.698568,-73.918877,11176,18789
996,40.71019,-73.93734,7772,16768
997,40.709897,-73.94008,4878,9994
998,40.702831,-73.9333,8849,15567
999,40.7003,-73.991581,21840,35178
1000,40.69985,-73.97141,11805,24813
1001,40.70539,-73.92976,10820,20081
1002,40.704425,-73.92836,10419,20773
1003,40.699304,-73.923044,10538,21354
1004,40.73269,-73.98974,32290,32565
1005,40.7027,-73.92095,8967,17162
1006,40.698458,-73.997178,28911,49816
1007,40.704876,-73.919911,6083,10095
1008,40.70838,-74.00495,50287,75649
1009,40.671907,-73.993612,5598,12428
1010,40.732339777151054,-73.97898383438587,8459,12522
1011,40.68186,-73.959432,15181,30279
1012,40.74964,-73.98805,77200,147424
1013,40.752269,-73.982079,53440,65781
1014,40.665816,-73.956934,6999,16551
1015,40.702461,-73.986842,28538,49937
1016,40.789622,-73.97757,29735,54397
1017,40.763201,-73.978458,506,505
1018,40.782593,-73.971211,12419,10861
1019,40.763189,-73.978434,56840,113011
1020,40.776173,-73.959757,2016,1954
1021,40.77485,-73.9342,4246,7924
1022,40.734814,-73.992085,99081,196102
1023,40.69502,-73.92825,6097,11801
1024,40.70076,-73.93641,5505,12586
1025,40.70106,-73.93318,7219,15146
1026,40.70099,-73.93921,9453,21669
1027,40.73124,-73.95161,5349,10994
1028,40.716657,-73.93637,4126,9451
1029,40.69757,-73.93098,9418,24327
1030,40.72984,-73.94839,7826,18441
1031,40.71773,-73.94051,5552,12361
1032,40.70686,-73.92851,3627,7781
1033,40.73396,-73.95204,4536,8204
1034,40.71429,-73.93323,1270,3028
1035,40.72158,-73.94546,6292,14452
1036,40.70907,-73.92157,4809,12953
1037,40.70636,-73.91945,2496,5960
1038,40.69943,-73.91337,5277,8681
1039,40.69905,-73.91516,3114,5927
1040,40.69811,-73.90904,4524,8492
1041,40.71882,-73.93948,2961,6932
1042,40.69545,-73.91164,3864,8138
1043,40.69544,-73.93223,8816,19993
1044,40.70166,-73.92754,6857,16039
1045,40.703545,-73.917775,7994,21508
1046,40.70869,-73.92587,2269,6346
1047,40.70108,-73.9179,6845,15321
1048,40.70113,-73.91422,3533,7593
1049,40.755293,-73.967641,36691,75943
1050,40.69671,-73.92807,3208,8209
1051,40.71401,-73.92793,1482,4561
1052,40.697481,-73.935877,9639,22878
1053,40.69714,-73.91566,2159,5456
1054,40.72577,-73.94173,13336,32084
1055,40.69543,-73.9196,3249,8169
1056,40.69356,-73.92524,5967,15234
1057,40.69329,-73.92852,7872,18292
1058,40.698,-73.9127,4083,9324
1059,40.69676,-73.92302,4797,11135
1060,40.818299,-73.960405,36612,60913
1061,40.692,-73.92617,5167,10703
1062,40.69146,-73.92146,5064,11736
1063,40.69296,-73.91605,4191,10595
1064,40.69467,-73.90663,4209,9250
1065,40.68929,-73.90951,2508,6210
1066,40.69081,-73.90448,3235,7336
1067,40.68458,-73.90925,2335,5260
1068,40.68565,-73.91564,6919,15207
1069,40.69047,-73.923511,9793,23268
1070,40.68822,-73.91966,7974,18322
1071,40.6882,-73.90798,2686,5955
1072,40.68652,-73.91321,2891,6438
1073,40.693,-73.90824,3436,8073
1074,40.69122,-73.91693,2267,6843
1075,40.69385,-73.90974,3585,7884
1076,40.69055,-73.91181,4469,10005
1077,40.68858,-73.91227,2471,5453
1078,40.68906,-73.90506,3018,7218
1079,40.761573,-73.972628,18473,44771
1080,40.714211,-73.981095,46153,96182
1081,40.68281,-73.90623,1777,3937
1082,40.68319988172761,-73.91166642308235,6606,14821
1083,40.6786,-73.90369,4560,9736
1084,40.68139,-73.90756,2085,4477
1085,40.69517,-73.90311,4323,10410
1086,40.70577,-73.91292,2163,6014
1087,40.70157340873792,-73.90876293182373,1958,3270
1088,40.69812,-73.90271,1510,3016
1089,40.75473,-73.93367,7564,14826
1090,40.69922,-73.89795,4998,11079
1091,40.72084,-73.94844,6101,13937
1092,40.70461,-73.91054,3048,5665
1093,40.763954,-73.9646,21094,45843
1094,40.70068,-73.90742,2840,6054
1095,40.72226,-73.93889,5654,14855
1096,40.6988,-73.9007,996,2056
1097,40.70553,-73.9096,2119,4934
1098,40.70413,-73.90737,2412,5638
1099,40.70183,-73.90625,2827,6023
1100,40.67945,-73.90474,1177,2375
1101,40.7098,-73.91727,1911,5373
1102,40.68663,-73.9168,5742,12315
1103,40.70463,-74.01507,2156,2273
1104,40.70998,-73.91116,2540,6791
1105,40.71246,-73.91873,3223,7585
1106,40.6972,-73.90674,1833,4949
1107,40.68989,-73.91458,3735,8956
1108,40.72795,-73.95414,9251,19938
1109,40.70555,-73.90245,4108,8980
1110,40.70793,-73.91092,2374,5327
1111,40.70112,-73.93039,4488,10213
1112,40.735918,-74.000939,24180,56441
1113,40.758397,-73.98255,18256,47569
1114,40.725864,-73.986389,44883,50764
1115,40.70863,-73.91497,2046,5085
1116,40.70694,-73.90632,2009,5077
1117,40.68,-73.995,1,0
1118,40.698,-73.992,1,1
1119,40.752,-73.995,5,5
1120,40.755,-74.001,1,1
1121,40.77,-73.989,2,2
1122,40.75492,-73.98455,35356,95642
1123,40.734,-74.007,3,3
1124,40.743,-74.004,1,1
1125,40.737,-73.989,3,4
1126,40.731,-73.983,1,1
1127,40.734,-73.986,4,4
1128,40.722,-73.995,2,2
1129,40.726378,-74.000472,27197,60456
1130,40.764,-73.983,5,3
1131,40.752,-73.989,3,3
1132,40.767,-73.989,1,1
1133,40.752,-73.977,4,4
1134,40.743,-73.977,2,2
1135,40.749,-73.977,2,2
1136,40.69969,-73.9022,1938,4009
1137,40.709697,-73.907856,2598,6061
1138,40.737,-73.977,6,6
1139,40.734,-73.977,1,1
1140,40.716,-73.992,1,1
1141,40.71,-74.007,1,1
1142,40.74,-73.986,2,2
1143,40.755,-73.989,3,3
1144,40.761,-73.989,2,2
1145,40.764,-73.998,2,2
1146,40.749,-73.989,1,1
1147,40.70408,-73.90408,3205,7550
1148,40.758,-73.998,4,4
1149,40.761,-73.998,2,2
1150,40.716,-74.016,2,2
1151,40.713,-74.01,2,2
1152,40.746,-73.998,7,8
1153,40.746,-73.986,1,1
1154,40.749,-73.983,2,2
1155,40.758,-73.977,2,2
1156,40.728,-73.995,2,2
1157,40.737,-74.007,2,2
1158,40.731,-73.992,2,2
1159,40.731,-73.98,2,3
1160,40.722,-73.986,3,3
1161,40.719,-73.989,1,1
1162,40.761,-73.968,4,4
1163,40.767,-73.977,3,3
1164,40.8,-73.956,1,1
1165,40.764,-73.974,1,1
1166,40.791,-73.953,3,3
1167,40.797,-73.971,2,2
1168,40.683426,-73.984275,8825,18770
1169,40.803,-73.956,5,5
1170,40.776,-73.983,2,2
1171,40.782,-73.95,3,3
1172,40.761,-73.962,1,1
1173,40.728,-73.953,2,2
1174,40.716,-73.935,1,1
1175,40.704,-73.926,2,2
1176,40.695,-73.95,1,1
1177,40.692,-73.944,1,1
1178,40.692,-73.95,1,1
1179,40.692,-73.992,4,4
1180,40.749,-73.992,2,2
1181,40.755,-73.992,1,1
1182,40.764,-73.971,1,1
1183,40.743,-73.998,2,2
1184,40.74,-73.998,1,1
1185,40.791,-73.965,1,0
1186,40.7903,-73.9597,3,3
1187,40.791,-73.968,2,2
1188,40.8,-73.962,1,1
1189,40.761,-73.98,2,2
1190,40.782,-73.986,1,1
1191,40.732647,-73.99011,35816,88522
1192,40.788,-73.953,2,2
1193,40.809,-73.959,1,1
1194,40.746,-74.007,2,2
1195,40.714193,-73.996732,24157,57662
1196,40.719383,-73.991479,19122,44612
1197,40.755,-73.974,2,2
1198,40.743,-73.98,1,1
1199,40.749,-73.986,2,2
1200,40.761,-73.995,2,2
1201,40.743,-73.983,2,3
1202,40.737,-73.983,1,0
1203,40.737,-73.992,1,1
1204,40.734,-73.992,2,2
1205,40.692,-73.983,1,1
1206,40.701,-73.932,1,1
1207,40.719,-74.001,2,2
1208,40.71,-73.95,1,207
1209,40.716,-73.962,1,1
1210,40.716,-73.959,1,1
1211,40.731,-73.953,3,3
1212,40.727243,-73.976831,7734,30649
1213,40.743,-73.95,1,1
1214,40.743,-73.956,1,1
1215,40.746,-73.944,1,1
1216,40.746,-73.95,2,2
1217,40.746,-73.959,1,1
1218,40.69178,-73.97877,5558,12141
1219,40.708485,-74.002751,25377,48546
1220,40.719,-73.959,3,3
1221,40.722,-73.953,1,1
1222,40.746,-73.935,1,1
1223,40.72387,-73.975767,20746,24674
1224,40.725,-73.947,3,3
1225,40.725,-73.95,2,2
1226,40.722,-73.944,1,1
1227,40.719,-73.956,1,1
1228,40.72170005235607,-74.00238141417502,25030,65830
1229,40.699569,-73.979827,11180,26925
1230,40.743,-73.953,3,3
1231,40.737,-73.953,1,1
1232,40.716,-73.944,1,1
1233,40.725,-73.944,2,2
1234,40.783786,-73.981687,12414,26654
1235,40.698,-73.971,2,2
1236,40.692,-73.98,1,1
1237,40.698,-73.974,1,1
1238,40.689,-73.989,1,1
1239,40.686,-73.977,3,3
1240,40.677,-73.965,1,1
1241,40.68,-73.968,1,1
1242,40.689,-73.959,2,2
1243,40.695,-73.989,1,1
1244,40.731,-73.947,1,1
1245,40.722,-73.956,1,1
1246,40.71,-73.962,1,1
1247,40.713,-73.962,1,1
1248,40.707,-73.947,1,1
1249,40.713,-73.95,1,1
1250,40.7611488,-73.9170071,11582,24498
1251,40.686,-73.983,2,2
1252,40.689,-73.986,1,1
1253,40.704,-73.989,1,1
1254,40.695,-73.992,2,2
1255,40.689,-73.992,2,2
1256,40.698,-73.986,1,1
1257,40.701,-73.971,1,1
1258,40.674,-73.974,2,2
1259,40.677,-73.974,1,1
1260,40.674,-73.962,2,2
1261,40.665,-73.977,1,1
1262,40.695,-73.962,4,4
1263,40.752474,-73.939991,6835,16322
1264,40.719,-74.007,4,3
1265,40.692,-73.986,1,1
1266,40.677,-73.956,1,1
1267,40.671,-73.959,1,1
1268,40.662,-73.98,1,1
1269,40.734,-73.995,2,2
1270,40.731,-73.995,1,1
1271,40.746,-74.001,1,1
1272,40.761,-73.983,1,1
1273,40.773,-73.983,2,2
1274,40.773,-73.95,2,2
1275,40.779,-73.947,1,1
1276,40.779,-73.953,4,4
1277,40.77,-73.953,2,2
1278,40.743,-73.974,3,3
1279,40.761,-73.992,1,1
1280,40.779,-73.98,1,1
1281,40.74,-73.974,1,1
1282,40.749,-73.974,1,1
1283,40.74,-73.983,2,1
1284,40.77,-73.983,3,3
1285,40.779,-73.977,1,1
1286,40.767,-73.953,1,1
1287,40.755,-73.98,2,2
1288,40.758,-73.995,1,1
1289,40.767,-73.986,1,1
1290,40.755,-73.986,1,1
1291,40.761,-73.986,2,2
1292,40.776,-73.986,1,1
1293,40.773,-73.956,1,1
1294,40.794,-73.962,2,2
1295,40.794,-73.974,1,1
1296,40.752694,-74.002353,44433,123663
1297,40.8,-73.95,1,190
1298,40.776,-73.944,1,1
1299,40.749,-74.004,1,1
1300,40.806,-73.962,1,0
1301,40.767,-73.98,1,1
1302,40.77,-73.965,1,1
1303,40.725,-74.004,1,1
1304,40.719,-74.01,1,1
1305,40.716,-74.01,1,1
1306,40.713,-73.998,1,1
1307,40.713,-73.98,1,1
1308,40.71,-74.01,1,852
1309,40.731,-73.959,1,1
1310,40.737,-73.959,1,1
1311,40.728,-73.959,1,1
1312,40.71,-74.001,1,1
1313,40.716,-73.995,1,1
1314,40.704,-74.013,1,1
1315,40.713,-73.992,1,1
1316,40.734,-73.989,1,1
1317,40.752,-73.974,1,1
1318,40.761,-74.004,3,3
1319,40.719,-74.013,1,1
1320,40.752,-74.004,1,1
1321,40.767,-73.995,1,1
1322,40.728,-73.998,1,1
1323,40.767,-73.992,1,1
1324,40.701,-74.013,1,1
1325,40.728,-74.01,1,1
1326,40.722,-73.998,1,1
1327,40.674,-73.953,1,1
1328,40.668,-73.974,2,2
1329,40.68,-73.98,1,234
1330,40.668,-73.989,1,1
1331,40.689,-74.001,1,1
1332,40.707,-73.941,1,1
1333,40.70437,-74.00637,27917,45460
1334,40.707,-73.968,1,1
1335,40.677,-73.968,1,1
1336,40.686,-73.974,1,1
1337,40.722,-73.98,2,2
1338,40.716,-73.989,2,2
1339,40.719,-73.995,2,2
1340,40.722,-73.977,1,1
1341,40.722,-73.983,1,1
1342,40.74,-74.004,3,3
1343,40.779,-73.989,1,1
1344,40.806,-73.965,1,1
1345,40.767,-73.965,1,1
1346,40.767,-73.971,1,1
1347,40.782,-73.953,1,1
1348,40.779,-73.959,1,1
1349,40.776,-73.965,2,2
1350,40.785,-73.971,1,1
1351,40.764,-73.989,1,1
1352,40.743,-74.001,1,1
1353,40.707,-74.016,1,1
1354,40.8428422,-73.9421253,24423,26972
1355,40.743,-74.007,1,2
1356,40.815,-73.959,1,1
1357,40.758,-73.962,1,1
1358,40.782,-73.959,1,1
1359,40.773,-73.962,1,1
1360,40.752,-73.968,2,2
1361,40.773,-73.968,3,3
1362,40.711444,-74.014847,67049,162246
1363,40.809,-73.95,1,0
1364,40.771771,-73.990625,11156,11308
1365,40.794,-73.965,1,1
1366,40.797,-73.947,3,3
1367,40.785,-73.983,2,2
1368,40.752,-73.983,1,1
1369,40.764,-73.986,2,2
1370,40.758,-73.959,1,1
1371,40.734,-74.004,2,2
1372,40.728,-73.98,2,2
